D,B
D,C
C,A
D,C
C,C
D,C
B,B
D,B
D,D
B,B
B,A
D,D
B,A
C,A
B,B
A,B
B,B
A,B
C,B
C,B
C,D
D,C
D,C
C,C
A,C
A,D
B,D
C,C
D,D
D,D
B,B
B,A
D,D
C,C
C,B
D,B
D,A
D,B
A,B
D,A
D,A
D,A
B,A
B,A
A,A
A,D
B,C
C,A
D,A
D,A
B,B
D,C
B,B
B,B
B,B
C,C
A,A
D,C
B,A
C,A
D,A
D,A
