bm25core,tes,ov,useful
13.04575974,0.472222222,0.315789474,no
12.91273759,0.597222222,0.315789474,no
12.57548794,0.638888889,0.368421053,no
12.49054311,0.666666667,0.421052632,no
12.49054311,0.666666667,0.421052632,no
12.00942589,0.861111111,0.578947368,no
11.95672628,0.277777778,0.105263158,no
11.73561408,0.694444444,0.526315789,no
11.69545651,0.472222222,0.315789474,no
11.56798969,0.583333333,0.263157895,no
10.61992353,0.736111111,0.473684211,no
10.57693839,0.597222222,0.263157895,no
10.37581798,0.833333333,0.578947368,no
10.21232689,0.666666667,0.421052632,no
16.16625665,0.712962963,0.538461538,no
16.16625665,0.712962963,0.538461538,no
15.1330611,0.648148148,0.461538462,no
15.04644561,0.583333333,0.461538462,no
14.81524726,0.666666667,0.461538462,no
14.50149173,0.5,0.423076923,no
14.49225535,0.731481481,0.423076923,no
14.34702463,0.685185185,0.576923077,no
14.26022895,0.685185185,0.615384615,yes
14.25900209,0.509259259,0.384615385,no
14.00863716,0.37037037,0.384615385,no
13.94841604,0.611111111,0.423076923,no
13.91979148,0.555555556,0.384615385,no
13.75145666,0.509259259,0.423076923,no
13.74200558,0.601851852,0.461538462,no
13.73978754,0.87037037,0.692307692,no
13.66279637,0.666666667,0.615384615,no
13.63395183,0.759259259,0.615384615,no
13.55139665,0.509259259,0.423076923,no
13.50754937,0.462962963,0.423076923,no
13.21228349,0.351851852,0.192307692,no
13.16828661,0.657407407,0.461538462,no
13.10195983,0.555555556,0.384615385,no
12.90829326,0.509259259,0.461538462,no
12.89156819,0.611111111,0.461538462,no
12.72988354,0.444444444,0.346153846,no
12.61750642,0.407407407,0.346153846,no
12.59396998,0.666666667,0.576923077,no
12.58248961,0.712962963,0.423076923,no
17.21973241,0.301886792,0.181818182,no
16.66770059,0.641509434,0.363636364,no
16.22736625,0.641509434,0.363636364,no
15.3028981,0.773584906,0.363636364,no
15.18499652,0.547169811,0.272727273,yes
14.73985438,0.41509434,0.272727273,no
14.73985438,0.396226415,0.272727273,no
14.73985438,0.377358491,0.272727273,no
14.73985438,0.396226415,0.272727273,no
14.73985438,0.433962264,0.272727273,no
14.39470419,0.603773585,0.272727273,no
14.35449021,0.396226415,0.272727273,no
14.35449021,0.396226415,0.181818182,no
14.08274289,0.773584906,0.363636364,no
14.07341531,0.603773585,0.272727273,no
14.07341531,0.622641509,0.272727273,no
14.07341531,0.603773585,0.272727273,no
14.07341531,0.603773585,0.272727273,no
13.77388296,0.433962264,0.272727273,no
13.4794264,0.452830189,0.272727273,no
13.47845183,0.41509434,0.272727273,no
12.91450968,0.566037736,0.272727273,no
12.66704245,0.396226415,0.272727273,no
12.24671522,0.867924528,0.636363636,no
12.17775303,0.471698113,0.272727273,no
12.17775303,0.471698113,0.272727273,no
11.84166537,0.698113208,0.363636364,no
11.7986146,0.698113208,0.363636364,no
11.77756012,0.660377358,0.272727273,no
11.72485737,0.566037736,0.363636364,no
22.9228978,0.267857143,0.214285714,no
22.9228978,0.267857143,0.214285714,no
22.9228978,0.267857143,0.214285714,no
22.9228978,0.267857143,0.214285714,no
19.77509558,0.488095238,0.261904762,no
17.86564021,0.267857143,0.238095238,no
17.60326985,0.535714286,0.30952381,no
17.48123573,0.422619048,0.238095238,no
17.41153753,0.345238095,0.238095238,no
17.00481374,0.488095238,0.30952381,no
16.87780346,0.428571429,0.119047619,no
16.6682006,0.267857143,0.166666667,no
16.37744392,0.517857143,0.261904762,no
16.2671006,0.589285714,0.214285714,no
16.23375144,0.613095238,0.380952381,no
16.10241575,0.279761905,0.238095238,no
15.82581569,0.494047619,0.214285714,no
15.82389862,0.68452381,0.357142857,no
15.80751501,0.321428571,0.238095238,no
15.66426299,0.607142857,0.285714286,no
15.61164186,0.583333333,0.285714286,no
15.55079258,0.464285714,0.214285714,no
15.48419075,0.226190476,0.095238095,no
15.4471091,0.303571429,0.095238095,no
15.42510868,0.386904762,0.238095238,no
15.40175679,0.660714286,0.357142857,no
15.32202394,0.321428571,0.071428571,no
15.30692616,0.523809524,0.285714286,no
15.28102377,0.482142857,0.261904762,no
15.25928563,0.446428571,0.238095238,no
33.03521309,0.304347826,0.4,no
30.25565582,0.586956522,0.55,no
27.24902549,0.597826087,0.55,no
25.73533422,0.423913043,0.3,no
25.73533422,0.423913043,0.3,no
24.39324583,0.597826087,0.55,no
24.3395599,0.597826087,0.55,no
22.78166704,0.532608696,0.5,no
22.55849565,0.434782609,0.35,no
21.83291284,0.739130435,0.7,no
21.79888542,0.597826087,0.55,no
21.45387152,0.467391304,0.45,no
21.44262199,0.402173913,0.3,no
21.37637324,0.72826087,0.6,no
21.14564612,0.543478261,0.5,no
21.09489443,0.413043478,0.3,no
21.09489443,0.413043478,0.3,no
21.09489443,0.413043478,0.3,no
20.86168825,0.597826087,0.4,no
20.73599917,0.413043478,0.3,no
20.73599917,0.413043478,0.3,no
20.73599917,0.413043478,0.3,no
20.3470101,0.489130435,0.45,no
19.86587562,0.597826087,0.4,no
19.61936503,0.532608696,0.45,no
19.46859586,0.5,0.45,no
19.43847014,0.217391304,0.15,no
19.23222595,0.423913043,0.3,no
19.23058342,0.597826087,0.45,no
19.11169662,0.826086957,0.65,no
21.6211072,0.675,0.529411765,no
20.25548613,0.6625,0.529411765,no
20.21615767,0.45,0.294117647,no
20.03658939,0.6875,0.588235294,no
19.24197551,0.6125,0.294117647,no
18.76447624,0.525,0.294117647,no
18.45389207,0.7125,0.588235294,no
18.45389207,0.7125,0.588235294,no
18.12813355,0.7,0.411764706,no
18.0767642,0.6625,0.470588235,no
17.92772954,0.525,0.352941176,no
17.82174659,0.7625,0.470588235,no
17.80278391,0.4,0.176470588,no
17.55395677,0.8,0.647058824,no
17.45895014,0.35,0.235294118,no
17.42651984,0.6875,0.411764706,no
17.35636485,0.7625,0.588235294,no
17.00088008,0.825,0.470588235,no
16.92105644,0.6375,0.352941176,no
16.58454078,0.575,0.411764706,no
16.50163371,0.7,0.352941176,yes
16.34818128,0.65,0.235294118,no
16.21454279,0.3625,0.235294118,no
15.92936951,0.725,0.411764706,no
15.9013835,0.425,0.352941176,yes
15.1110684,0.6375,0.235294118,no
14.96379474,0.7,0.411764706,no
14.95498735,0.625,0.235294118,no
14.94674681,0.6375,0.294117647,no
14.63899799,0.85,0.529411765,no
29.32380458,0.671875,0.6,yes
23.72549188,0.6875,0.6,yes
19.55662906,0.75,0.666666667,yes
19.53205196,0.75,0.666666667,yes
16.06384722,0.859375,0.6,yes
15.9292895,0.65625,0.466666667,no
15.75522376,0.875,0.733333333,yes
15.35489063,0.8125,0.666666667,no
15.18064355,0.671875,0.533333333,yes
14.83294388,0.78125,0.466666667,yes
14.80184976,0.65625,0.6,yes
14.63690871,0.625,0.533333333,no
14.54612829,0.671875,0.4,no
14.25664721,0.6875,0.466666667,no
14.13395671,0.8125,0.666666667,no
14.12447393,0.6875,0.4,no
13.93263759,0.625,0.4,no
13.91557918,0.640625,0.333333333,no
13.64438602,0.859375,0.6,yes
13.53594153,0.546875,0.266666667,no
13.23540518,0.46875,0.333333333,no
13.034499,0.5,0.4,no
13.01228678,0.28125,0.2,no
12.98230388,0.375,0.2,no
12.92485192,0.625,0.333333333,no
12.81879956,0.6875,0.4,no
12.78074584,0.4375,0.266666667,no
12.78074584,0.4375,0.266666667,no
12.73369958,0.46875,0.266666667,no
12.72803483,0.234375,0.2,no
47.07461666,0.469387755,0.416666667,yes
45.5729685,0.448979592,0.416666667,no
45.00700398,0.642857143,0.541666667,no
44.91881128,0.357142857,0.458333333,no
43.13809827,0.479591837,0.416666667,no
43.04062094,0.204081633,0.125,no
41.45476961,0.306122449,0.166666667,no
40.98104581,0.37755102,0.208333333,no
40.98104581,0.37755102,0.208333333,no
40.98104581,0.37755102,0.208333333,no
40.82546707,0.510204082,0.375,yes
40.6458508,0.653061224,0.5,no
40.15775796,0.37755102,0.208333333,no
40.15775796,0.346938776,0.208333333,no
40.15775796,0.37755102,0.208333333,no
40.15775796,0.346938776,0.208333333,no
40.15775796,0.37755102,0.208333333,no
40.15775796,0.346938776,0.208333333,no
40.06331278,0.5,0.416666667,no
39.81790638,0.56122449,0.375,yes
39.70959754,0.673469388,0.458333333,yes
39.70959754,0.673469388,0.458333333,yes
39.31235366,0.489795918,0.333333333,no
39.14932103,0.510204082,0.291666667,no
38.93198515,0.387755102,0.25,no
38.93198515,0.387755102,0.25,no
38.93198515,0.387755102,0.25,no
38.34564105,0.459183673,0.25,no
38.34564105,0.459183673,0.25,no
38.34564105,0.459183673,0.25,no
28.57180232,0.365591398,0.25,yes
27.65779163,0.258064516,0.2,no
21.95341096,0.516129032,0.5,yes
20.69323353,0.516129032,0.3,no
19.91835702,0.537634409,0.55,no
18.6404249,0.602150538,0.45,no
18.57459188,0.430107527,0.3,no
18.21986921,0.709677419,0.45,no
18.21986921,0.709677419,0.45,no
18.06355834,0.784946237,0.75,yes
17.44389152,0.806451613,0.55,yes
17.4170429,0.505376344,0.25,yes
17.21332928,0.516129032,0.25,no
17.12494201,0.344086022,0.35,no
17.12494201,0.344086022,0.35,no
17.12494201,0.344086022,0.35,no
16.89299266,0.387096774,0.35,yes
16.79133575,0.602150538,0.5,no
16.78091086,0.397849462,0.35,no
16.78091086,0.397849462,0.35,no
16.78091086,0.397849462,0.35,no
16.65709716,0.795698925,0.5,yes
16.63463831,0.752688172,0.55,no
16.60030471,0.677419355,0.45,no
16.59037657,0.731182796,0.5,yes
16.58190947,0.698924731,0.55,no
16.42255718,0.602150538,0.45,no
16.31283501,0.602150538,0.4,no
16.29645292,0.666666667,0.45,yes
16.09041504,0.76344086,0.7,no
34.35051828,0.534090909,0.619047619,yes
29.88079962,0.545454545,0.571428571,no
29.78382289,0.659090909,0.666666667,yes
28.05916004,0.568181818,0.714285714,no
27.88231509,0.636363636,0.666666667,no
26.8817384,0.568181818,0.380952381,no
26.8485859,0.420454545,0.428571429,no
26.80427073,0.522727273,0.380952381,no
26.56206078,0.636363636,0.571428571,no
26.43890125,0.704545455,0.476190476,no
26.30740923,0.647727273,0.523809524,no
26.30463414,0.602272727,0.428571429,no
26.28870156,0.5,0.476190476,no
26.28459885,0.590909091,0.476190476,no
26.26595242,0.363636364,0.476190476,no
25.92425051,0.511363636,0.428571429,no
25.58703899,0.636363636,0.476190476,no
25.57936551,0.670454545,0.80952381,no
25.56723673,0.534090909,0.333333333,no
25.53631657,0.420454545,0.238095238,no
25.49759954,0.488636364,0.428571429,no
25.33257567,0.772727273,0.523809524,no
25.32226321,0.636363636,0.380952381,no
25.07445562,0.681818182,0.80952381,no
24.96810423,0.477272727,0.476190476,no
24.96810423,0.386363636,0.428571429,no
24.93195711,0.613636364,0.380952381,no
24.85250056,0.715909091,0.714285714,no
24.85250056,0.715909091,0.714285714,no
24.84552175,0.465909091,0.428571429,no
14.72613561,0.9375,0.75,no
14.31360381,0.875,0.5,yes
14.27407358,0.5,0.375,no
13.15131847,0.8125,0.5,no
12.87066,0.90625,0.75,yes
12.34429904,0.625,0.375,no
12.34429904,0.6875,0.375,no
12.32927877,0.8125,0.625,yes
12.2530985,0.6875,0.375,no
12.21608943,0.75,0.75,yes
12.06425569,0.625,0.5,no
11.97278426,0.8125,0.625,yes
11.81524183,0.59375,0.375,no
11.56022082,0.75,0.75,yes
11.43318787,0.8125,0.5,yes
11.42645276,0.6875,0.5,no
11.35673209,0.875,0.625,yes
10.94525858,0.3125,0.25,no
10.87417208,0.5625,0.375,no
10.85380948,0.6875,0.5,no
10.85380948,0.6875,0.5,no
10.76621687,0.8125,0.625,yes
10.68627392,0.65625,0.375,no
10.4988568,0.71875,0.5,no
10.39343165,0.90625,0.625,no
10.28182788,0.78125,0.5,no
10.22796473,0.28125,0.125,no
10.1812992,0.71875,0.375,no
10.10922908,0.78125,0.75,no
10.03567833,0.90625,0.5,no
25.91107719,0.840909091,0.6,no
22.44677584,0.840909091,0.9,yes
19.42421732,0.704545455,0.5,yes
19.39362341,0.681818182,0.5,no
17.41269393,0.772727273,0.5,yes
15.99356998,0.75,0.8,yes
15.89438817,0.863636364,0.5,no
15.33652708,0.863636364,0.5,no
15.25204137,0.75,0.6,no
15.24491217,0.818181818,0.6,yes
15.18608058,0.863636364,0.5,no
14.77012862,0.613636364,0.5,no
14.3406227,0.590909091,0.5,no
14.3357294,0.909090909,0.6,yes
14.31883777,0.75,0.8,no
14.00345893,0.840909091,0.5,no
13.8146282,0.75,0.4,yes
13.29128903,0.590909091,0.3,yes
13.27764781,0.727272727,0.4,yes
13.27764781,0.636363636,0.4,yes
13.10611504,0.704545455,0.3,no
13.08020941,0.863636364,0.9,no
12.45038149,0.818181818,0.4,no
12.40669158,0.727272727,0.5,yes
12.34434524,0.727272727,0.5,yes
12.22294066,0.909090909,0.6,yes
11.83213398,0.863636364,0.6,yes
11.63412033,0.613636364,0.5,no
11.11567847,0.795454545,0.4,no
10.79624758,0.477272727,0.2,no
21.89756592,0.76119403,0.705882353,yes
