bm25core,tes,ov,useful
20.27578572,0.641791045,0.411764706,no
19.50456357,0.492537313,0.411764706,yes
17.80676945,0.805970149,0.705882353,yes
16.59300484,0.432835821,0.235294118,yes
15.0338207,0.537313433,0.470588235,no
14.96946617,0.552238806,0.294117647,no
14.90124748,0.746268657,0.647058824,yes
14.70197675,0.462686567,0.411764706,no
14.63425564,0.805970149,0.647058824,yes
14.43117737,0.641791045,0.411764706,no
14.3566909,0.462686567,0.294117647,no
14.29642647,0.373134328,0.235294118,no
13.96222055,0.388059701,0.235294118,no
13.89249242,0.835820896,0.647058824,yes
13.81589492,0.671641791,0.529411765,no
13.80829377,0.52238806,0.117647059,no
13.71545478,0.686567164,0.470588235,no
13.67488677,0.791044776,0.470588235,no
13.6432831,0.432835821,0.294117647,no
13.45521525,0.388059701,0.352941176,no
13.43187761,0.52238806,0.352941176,yes
13.27836146,0.656716418,0.352941176,no
13.25383983,0.582089552,0.470588235,no
13.1720771,0.805970149,0.470588235,no
13.16108778,0.71641791,0.529411765,no
13.02853672,0.492537313,0.411764706,no
12.98346464,0.537313433,0.294117647,no
12.91459873,0.402985075,0.352941176,no
12.91405504,0.611940299,0.294117647,no
18.38066736,0.807692308,0.769230769,no
18.31570829,0.923076923,0.846153846,no
17.59966544,0.884615385,0.615384615,no
17.475055,0.403846154,0.384615385,no
17.35277864,0.653846154,0.538461538,no
17.2973461,0.884615385,0.692307692,no
16.3188042,0.826923077,0.692307692,no
16.19286624,0.307692308,0.384615385,no
15.89984467,0.730769231,0.615384615,no
15.83913489,0.403846154,0.384615385,no
15.74520362,0.576923077,0.538461538,no
15.47406571,0.692307692,0.538461538,yes
15.44232354,0.346153846,0.307692308,no
15.33993092,0.826923077,0.538461538,no
15.10498771,0.461538462,0.307692308,no
15.08155721,0.692307692,0.384615385,no
15.05813356,0.596153846,0.384615385,no
14.47267958,0.346153846,0.307692308,no
14.13359484,0.576923077,0.461538462,no
14.12711811,0.75,0.538461538,no
14.12319875,0.807692308,0.461538462,no
14.03649091,0.730769231,0.384615385,no
14.03116136,0.75,0.538461538,no
13.97007905,0.846153846,0.615384615,no
13.73185611,0.730769231,0.461538462,no
13.66111918,0.519230769,0.384615385,no
13.30751867,0.692307692,0.538461538,no
13.26084498,0.634615385,0.461538462,no
13.15573138,0.846153846,0.461538462,no
13.1123799,0.711538462,0.384615385,no
16.32971214,0.782608696,0.625,yes
16.05842534,0.565217391,0.4375,yes
15.26353366,0.594202899,0.3125,no
14.48674865,0.565217391,0.5625,no
14.40621099,0.623188406,0.3125,no
13.96372799,0.724637681,0.5625,no
13.92629195,0.710144928,0.5625,no
13.80477139,0.492753623,0.3125,no
13.73460494,0.623188406,0.3125,no
13.66109978,0.724637681,0.5,no
13.64884753,0.52173913,0.375,no
13.5241696,0.623188406,0.375,no
13.42374132,0.507246377,0.3125,no
13.23882231,0.652173913,0.3125,no
13.14332485,0.739130435,0.4375,no
13.084414,0.724637681,0.5625,no
13.06396668,0.536231884,0.375,no
13.06076547,0.724637681,0.4375,no
13.02794651,0.579710145,0.25,no
12.9974814,0.623188406,0.4375,no
12.92947335,0.739130435,0.5625,no
12.9073322,0.695652174,0.625,no
12.89148337,0.579710145,0.375,no
12.77250901,0.594202899,0.375,no
12.63311248,0.637681159,0.4375,no
12.56497952,0.47826087,0.3125,no
12.5603039,0.594202899,0.3125,no
12.40622547,0.623188406,0.375,no
12.40622547,0.623188406,0.375,no
12.40123364,0.623188406,0.4375,no
27.48870184,0.397058824,0.333333333,yes
26.1815338,0.485294118,0.5,no
25.23448097,0.485294118,0.388888889,no
14.76003298,0.882352941,0.555555556,no
14.75666492,0.720588235,0.5,no
14.10137585,0.294117647,0.333333333,no
13.92666063,0.367647059,0.388888889,no
13.70735651,0.617647059,0.444444444,no
13.48613408,0.691176471,0.444444444,no
13.48613408,0.720588235,0.388888889,no
12.93141688,0.558823529,0.444444444,no
12.72937421,0.661764706,0.444444444,no
12.33265589,0.441176471,0.388888889,no
12.15673134,0.588235294,0.277777778,no
12.11461421,0.352941176,0.333333333,no
12.04237347,0.720588235,0.555555556,no
11.88198619,0.382352941,0.277777778,no
11.85764564,0.470588235,0.222222222,no
11.80399818,0.264705882,0.222222222,no
11.71575636,0.529411765,0.444444444,no
11.54860369,0.617647059,0.333333333,no
11.47924669,0.588235294,0.444444444,no
11.26123223,0.617647059,0.333333333,no
11.23232342,0.632352941,0.333333333,no
11.16522575,0.5,0.333333333,no
11.11018751,0.573529412,0.444444444,no
11.00259229,0.455882353,0.333333333,no
10.97289093,0.514705882,0.388888889,no
10.96270352,0.485294118,0.388888889,no
10.91214293,0.470588235,0.333333333,no
22.20479388,0.518072289,0.454545455,no
18.53289017,0.506024096,0.545454545,no
16.11330331,0.481927711,0.409090909,no
15.83465831,0.445783133,0.227272727,no
15.48613069,0.204819277,0.272727273,no
15.15648906,0.56626506,0.545454545,no
14.84359083,0.65060241,0.409090909,yes
14.59502764,0.506024096,0.409090909,no
14.48071705,0.638554217,0.545454545,no
14.45162236,0.421686747,0.272727273,no
14.35117652,0.518072289,0.409090909,no
14.25592994,0.542168675,0.590909091,no
14.13759395,0.518072289,0.318181818,no
14.06962334,0.759036145,0.5,no
13.98674071,0.493975904,0.363636364,no
13.76909466,0.337349398,0.227272727,no
13.2872877,0.65060241,0.590909091,no
13.24979564,0.445783133,0.181818182,no
13.24439245,0.277108434,0.227272727,no
12.95571869,0.590361446,0.5,no
12.92363853,0.530120482,0.409090909,no
12.91040854,0.518072289,0.272727273,no
12.90110215,0.554216867,0.5,no
12.87595889,0.481927711,0.363636364,no
12.8494648,0.506024096,0.318181818,no
12.83309237,0.409638554,0.318181818,no
12.73280176,0.373493976,0.227272727,no
12.71052223,0.313253012,0.181818182,no
12.36837533,0.662650602,0.363636364,no
12.36837533,0.662650602,0.363636364,no
33.71851416,0.594936709,0.5,yes
26.7970402,0.582278481,0.5,yes
25.52740935,0.683544304,0.666666667,no
24.67931056,0.632911392,0.388888889,no
24.20115775,0.316455696,0.222222222,no
21.0943669,0.797468354,0.5,yes
18.27825924,0.721518987,0.444444444,yes
17.12251161,0.670886076,0.444444444,yes
15.85582369,0.734177215,0.5,no
13.94784838,0.582278481,0.277777778,no
13.81513441,0.35443038,0.222222222,no
13.31280848,0.82278481,0.666666667,yes
13.30724556,0.569620253,0.388888889,no
13.18887549,0.594936709,0.222222222,no
13.1633239,0.582278481,0.333333333,no
13.12029442,0.683544304,0.555555556,no
13.10269837,0.708860759,0.388888889,no
13.10038737,0.227848101,0.111111111,no
12.98835795,0.443037975,0.222222222,no
12.80113668,0.227848101,0.111111111,no
12.7373742,0.721518987,0.444444444,no
12.67933763,0.506329114,0.222222222,no
12.61691283,0.708860759,0.444444444,no
12.61411928,0.265822785,0.166666667,no
12.5758864,0.417721519,0.222222222,no
12.45033812,0.582278481,0.222222222,no
12.38734407,0.721518987,0.333333333,no
12.30693645,0.772151899,0.5,no
12.13911884,0.683544304,0.333333333,no
12.1218092,0.607594937,0.333333333,no
25.33987063,0.886363636,0.8,yes
19.35680348,0.659090909,0.5,yes
17.58009643,0.727272727,0.7,yes
17.33796431,0.840909091,0.8,yes
17.16674675,0.886363636,0.8,no
16.684653,0.568181818,0.4,no
16.38931617,0.795454545,0.7,yes
16.32284864,0.909090909,0.8,yes
15.77726545,0.863636364,0.7,yes
15.09839519,0.818181818,0.6,yes
14.99519219,0.727272727,0.5,yes
14.72549391,0.840909091,0.7,yes
14.55380775,0.772727273,0.5,no
14.41897259,0.727272727,0.5,yes
13.80052163,0.863636364,0.7,yes
13.52383337,0.954545455,0.7,yes
13.17577189,0.886363636,0.6,no
12.9102096,0.681818182,0.7,no
12.68013664,0.977272727,0.7,no
11.99090203,0.931818182,0.6,yes
11.85793051,0.75,0.6,yes
11.57152876,0.863636364,0.6,yes
11.18707261,0.613636364,0.2,no
11.18577212,0.75,0.6,no
11.12504738,0.909090909,0.6,yes
10.93809408,0.454545455,0.2,no
10.87908585,0.5,0.3,no
10.65605001,0.545454545,0.3,no
10.4602112,0.431818182,0.1,no
10.44197552,0.522727273,0.3,no
20.08416563,0.947368421,0.888888889,yes
18.17514241,0.578947368,0.444444444,no
18.17514241,0.684210526,0.444444444,no
18.17514241,0.552631579,0.444444444,yes
17.70652912,0.868421053,0.777777778,yes
17.62000433,0.736842105,0.444444444,no
16.6482102,0.868421053,0.666666667,no
15.59917352,0.789473684,0.666666667,no
15.14987744,0.815789474,0.777777778,yes
14.69312101,0.815789474,0.666666667,no
14.65587727,0.894736842,0.888888889,yes
14.53700179,0.947368421,0.888888889,yes
13.69350541,0.789473684,0.555555556,no
13.36843852,0.710526316,0.777777778,no
13.25407728,0.868421053,0.777777778,yes
12.41917345,0.710526316,0.666666667,no
12.27040872,0.921052632,0.777777778,no
11.50607353,0.815789474,0.555555556,no
11.24497349,0.842105263,0.666666667,yes
10.97333027,0.763157895,0.555555556,no
10.04951283,0.578947368,0.222222222,no
9.734537783,0.736842105,0.555555556,yes
9.682590294,0.526315789,0.333333333,no
9.667146285,0.763157895,0.555555556,yes
9.666731541,0.763157895,0.666666667,no
9.587863937,0.763157895,0.444444444,no
9.576208099,0.947368421,0.666666667,no
9.451983477,0.868421053,0.555555556,no
9.332720797,0.605263158,0.333333333,no
9.248045406,0.684210526,0.444444444,yes
18.73609235,0.484848485,0.4375,no
18.18472371,0.681818182,0.5,no
13.75316532,0.5,0.3125,no
13.6800514,0.757575758,0.5625,no
12.7874714,0.712121212,0.5,no
12.23925359,0.333333333,0.3125,no
11.97760416,0.363636364,0.375,no
11.73920512,0.636363636,0.4375,no
10.98942596,0.803030303,0.6875,yes
10.97855035,0.318181818,0.1875,no
10.97855035,0.272727273,0.1875,no
10.81168543,0.560606061,0.3125,no
10.77962922,0.545454545,0.3125,no
10.72190605,0.393939394,0.1875,no
10.6414475,0.803030303,0.625,no
10.47698674,0.424242424,0.25,no
10.47698674,0.348484848,0.1875,no
10.29082274,0.545454545,0.375,no
10.24300687,0.424242424,0.25,no
10.23159969,0.590909091,0.4375,no
10.22032432,0.666666667,0.4375,no
9.805059109,0.424242424,0.1875,no
9.805059109,0.439393939,0.1875,no
9.64276488,0.772727273,0.375,no
9.599834888,0.5,0.25,no
9.55561038,0.53030303,0.375,yes
9.459816774,0.772727273,0.5,yes
9.403025411,0.5,0.25,no
9.403025411,0.393939394,0.1875,no
9.403025411,0.5,0.25,no
16.75396142,0.857142857,0.8,yes
15.46066209,0.666666667,0.7,yes
14.46949599,0.80952381,0.7,yes
14.03814099,0.857142857,0.7,no
12.93938864,0.857142857,0.7,yes
12.88727909,0.761904762,0.6,no
12.08706559,0.619047619,0.6,no
11.32898611,0.595238095,0.6,no
11.27585679,0.571428571,0.2,no
11.27585679,0.476190476,0.3,no
11.01226239,0.571428571,0.3,yes
10.29057746,0.357142857,0.3,yes
10.29057746,0.619047619,0.3,yes
10.13880076,0.595238095,0.5,yes
9.859804797,0.595238095,0.3,no
9.789393824,0.738095238,0.7,no
9.657665588,0.523809524,0.3,no
9.657665588,0.380952381,0.4,yes
9.530142429,0.80952381,0.5,no
9.277272553,0.523809524,0.3,no
9.277272553,0.595238095,0.3,no
9.127465598,0.738095238,0.5,no
9.098096107,0.69047619,0.3,no
8.961593154,0.928571429,0.9,yes
8.950244381,0.785714286,0.5,no
8.925709568,0.547619048,0.3,no
8.925709568,0.666666667,0.3,no
8.767395664,0.928571429,0.6,no
8.759734154,0.642857143,0.3,no
8.759734154,0.523809524,0.3,no
25.61473458,0.666666667,0.470588235,no
24.14262942,0.802469136,0.705882353,yes
23.79189807,0.827160494,0.647058824,yes
21.76189719,0.382716049,0.294117647,no
20.99834277,0.851851852,0.529411765,no
20.70385948,0.925925926,0.941176471,yes
20.6947751,0.666666667,0.470588235,yes
20.18135448,0.666666667,0.470588235,no
19.88191714,0.765432099,0.588235294,no
19.66599824,0.679012346,0.411764706,no
19.3575022,0.913580247,0.823529412,yes
19.23039068,0.740740741,0.411764706,no
19.20958835,0.790123457,0.588235294,yes
18.10756469,0.716049383,0.588235294,no
18.03873241,0.617283951,0.411764706,no
18.01606369,0.740740741,0.529411765,no
17.69708541,0.75308642,0.470588235,no
17.31148377,0.271604938,0.294117647,no
17.1853467,0.654320988,0.352941176,no
17.11902405,0.777777778,0.588235294,no
16.93729543,0.580246914,0.294117647,no
16.90407936,0.50617284,0.352941176,no
16.87916713,0.703703704,0.411764706,no
16.85671473,0.691358025,0.470588235,yes
16.57571653,0.839506173,0.529411765,no
16.45644765,0.728395062,0.588235294,no
16.39221104,0.617283951,0.411764706,no
16.22099627,0.777777778,0.529411765,no
16.01137931,0.839506173,0.647058824,no
15.8930516,0.530864198,0.294117647,no
22.25557527,0.571428571,0.571428571,yes
18.84385484,0.517857143,0.285714286,no
18.67584592,0.285714286,0.285714286,no
17.85990238,0.446428571,0.357142857,no
16.7614466,0.464285714,0.214285714,no
16.2655936,0.714285714,0.571428571,no
14.36802364,0.732142857,0.428571429,no
13.74964943,0.5,0.357142857,no
13.67044417,0.821428571,0.428571429,no
13.35265178,0.571428571,0.285714286,no
13.05140478,0.571428571,0.285714286,no
12.84957775,0.696428571,0.428571429,no
12.23408241,0.625,0.357142857,no
11.90029949,0.785714286,0.5,no
11.88845723,0.660714286,0.428571429,no
11.59652133,0.732142857,0.428571429,no
11.52264402,0.446428571,0.214285714,no
11.52264402,0.482142857,0.214285714,no
11.42853012,0.678571429,0.357142857,no
11.29436082,0.553571429,0.285714286,no
11.22846003,0.625,0.428571429,no
11.14142192,0.553571429,0.357142857,no
11.12650944,0.803571429,0.571428571,no
10.98896425,0.660714286,0.357142857,no
10.97948945,0.625,0.357142857,no
10.55001938,0.732142857,0.285714286,no
10.50331654,0.785714286,0.5,no
10.48139635,0.625,0.285714286,no
10.33969767,0.732142857,0.285714286,no
10.33911544,0.642857143,0.357142857,no
20.65367568,0.738461538,0.6875,no
17.45792816,0.815384615,0.6875,no
17.26240243,0.815384615,0.6875,no
17.25022568,0.753846154,0.625,no
17.16151173,0.661538462,0.4375,no
17.01753629,0.630769231,0.5,no
14.6011689,0.6,0.375,no
13.7653006,0.692307692,0.5,no
13.5606007,0.661538462,0.4375,no
13.51684144,0.476923077,0.375,no
13.25864702,0.676923077,0.375,no
12.92465637,0.676923077,0.5,no
12.62533109,0.630769231,0.375,no
12.27467615,0.707692308,0.5625,no
12.11364175,0.707692308,0.5,no
11.74716765,0.615384615,0.3125,no
11.09237616,0.538461538,0.375,no
11.06526571,0.815384615,0.375,no
10.96341163,0.276923077,0.25,no
10.92323326,0.8,0.5,yes
10.71856856,0.215384615,0.25,no
10.71856856,0.215384615,0.25,no
10.70496457,0.430769231,0.3125,no
10.55694834,0.553846154,0.3125,no
10.51189875,0.507692308,0.375,no
10.48442263,0.307692308,0.25,no
10.46877151,0.569230769,0.5,no
10.43175732,0.661538462,0.3125,no
10.37521574,0.630769231,0.4375,no
10.04553543,0.353846154,0.25,no
8.911553584,0.675,0.333333333,no
9.191748354,0.675,0.555555556,no
11.46657754,0.775,0.444444444,no
8.911553584,0.675,0.333333333,yes
6.841573935,0.75,0.444444444,no
15.59853473,0.775,0.666666667,yes
5.984673337,0.825,0.444444444,no
11.31321201,0.775,0.444444444,no
5.931607043,0.875,0.555555556,yes
12.30170132,0.775,0.444444444,no
8.659734043,0.675,0.333333333,yes
5.763282926,0.975,0.666666667,no
2.349030721,0.95,0.444444444,no
10.98856694,0.7,0.333333333,no
6.204994405,0.775,0.333333333,no
18.85606894,0.923076923,0.777777778,yes
18.53052633,0.538461538,0.666666667,yes
16.72055716,0.846153846,0.666666667,yes
16.44115833,0.769230769,0.555555556,yes
15.39759749,0.794871795,0.666666667,yes
14.81136526,0.717948718,0.777777778,yes
14.74556049,0.564102564,0.555555556,no
14.62956475,0.897435897,0.777777778,no
12.68920221,0.743589744,0.666666667,no
12.53773782,0.666666667,0.777777778,yes
12.46409187,0.666666667,0.777777778,yes
12.40515225,0.871794872,0.777777778,no
12.00421047,0.666666667,0.666666667,no
11.75673812,0.794871795,0.777777778,yes
11.75067531,0.666666667,0.555555556,yes
11.50834397,0.743589744,0.777777778,no
11.40828393,0.794871795,0.777777778,no
11.31960182,0.717948718,0.555555556,no
11.13267853,0.666666667,0.777777778,yes
11.04937106,0.717948718,0.555555556,no
10.96850514,0.820512821,0.666666667,no
10.7479656,0.846153846,0.777777778,no
10.69381642,0.358974359,0.222222222,no
10.53343073,0.717948718,0.666666667,no
10.44587315,0.41025641,0.222222222,no
10.41948037,0.923076923,0.777777778,no
10.20725923,0.384615385,0.111111111,no
10.20725923,0.384615385,0.444444444,no
10.10743042,0.846153846,0.666666667,no
10.10743042,0.846153846,0.666666667,no
20.99258504,0.707317073,0.6,no
20.41644129,0.682926829,0.5,no
17.39666854,0.658536585,0.5,no
16.6359513,0.634146341,0.5,yes
15.99461089,0.756097561,0.6,no
14.61369136,0.609756098,0.4,yes
14.00021374,0.658536585,0.5,yes
13.65190521,0.634146341,0.4,yes
13.58368319,0.56097561,0.3,no
13.37416616,0.634146341,0.3,no
13.20099348,0.926829268,0.8,no
12.88535506,0.804878049,0.8,no
12.88535506,0.804878049,0.8,no
12.66060953,0.609756098,0.4,yes
12.21514601,0.731707317,0.4,no
12.19366667,0.707317073,0.5,no
12.08489092,0.56097561,0.3,no
11.92704012,0.658536585,0.3,no
11.58283301,0.609756098,0.2,no
11.58015405,0.87804878,0.6,no
11.58015405,0.87804878,0.6,no
11.54605499,0.463414634,0.2,no
11.50064476,0.585365854,0.3,no
11.44768392,0.43902439,0.2,no
11.42901521,0.87804878,0.5,no
11.40088926,0.609756098,0.4,no
11.36059448,0.585365854,0.3,no
11.3245512,0.707317073,0.3,no
11.31866883,0.463414634,0.1,no
11.20396504,0.56097561,0.5,no
18.70615869,0.441860465,0.3,no
15.03787268,0.790697674,0.5,no
14.69006441,0.674418605,0.5,no
14.35749225,0.674418605,0.6,no
14.35749225,0.651162791,0.6,no
14.22123973,0.581395349,0.4,no
13.6283301,0.604651163,0.4,no
13.51038275,0.534883721,0.3,no
13.46268812,0.651162791,0.4,no
13.34758214,0.534883721,0.4,no
12.90234979,0.906976744,0.7,no
12.69145183,0.697674419,0.5,no
12.5949382,0.604651163,0.6,no
12.47814721,0.627906977,0.4,no
12.46744685,0.581395349,0.4,yes
12.19678152,0.511627907,0.4,no
11.79178493,0.720930233,0.4,no
11.78255298,0.813953488,0.4,yes
11.70656319,0.581395349,0.3,no
11.64551711,0.720930233,0.4,no
11.5666167,0.813953488,0.4,no
11.54496403,0.744186047,0.5,yes
11.48852867,0.76744186,0.6,no
11.45881927,0.604651163,0.4,no
11.38119795,0.744186047,0.4,no
11.3639038,0.744186047,0.4,no
11.32041859,0.88372093,0.7,yes
11.30820752,0.953488372,0.8,no
11.30820752,0.953488372,0.8,no
11.28706159,0.76744186,0.5,no
29.40016821,0.603174603,0.620689655,no
27.48870184,0.246031746,0.172413793,yes
26.1815338,0.404761905,0.24137931,no
25.4377071,0.738095238,0.620689655,no
25.23448097,0.293650794,0.206896552,no
18.46371133,0.523809524,0.310344828,no
17.4558919,0.380952381,0.275862069,no
17.29962346,0.603174603,0.413793103,no
17.13139769,0.238095238,0.206896552,no
17.10951252,0.26984127,0.172413793,no
17.02361547,0.666666667,0.379310345,no
17.01338709,0.484126984,0.275862069,no
16.34104205,0.531746032,0.310344828,no
16.32373298,0.46031746,0.310344828,no
16.19470524,0.349206349,0.24137931,no
16.16219387,0.30952381,0.137931034,no
15.92807089,0.69047619,0.310344828,no
15.66289786,0.325396825,0.172413793,no
15.39079078,0.317460317,0.24137931,no
15.34425443,0.484126984,0.344827586,no
15.22062529,0.301587302,0.172413793,no
15.14579467,0.579365079,0.24137931,no
15.12392966,0.642857143,0.344827586,no
14.92105625,0.277777778,0.172413793,no
14.77013087,0.595238095,0.413793103,no
14.61420937,0.587301587,0.24137931,no
14.61032625,0.523809524,0.275862069,no
14.57590847,0.420634921,0.172413793,no
14.56148189,0.380952381,0.206896552,no
14.4489796,0.166666667,0.137931034,no
47.36342423,0.890625,0.571428571,yes
45.37019891,0.828125,0.571428571,yes
44.91331076,0.8125,0.642857143,yes
38.97698796,0.5625,0.428571429,yes
37.07091011,0.5625,0.428571429,no
32.2601538,0.25,0.142857143,no
31.669306,0.515625,0.5,yes
31.5842549,0.578125,0.214285714,no
31.44515148,0.34375,0.214285714,no
31.28900748,0.5625,0.428571429,no
30.86411668,0.34375,0.142857143,no
30.86411668,0.296875,0.142857143,no
30.86411668,0.265625,0.142857143,no
30.42647099,0.265625,0.142857143,no
30.42647099,0.3125,0.214285714,no
30.42647099,0.296875,0.142857143,no
30.20748237,0.59375,0.428571429,no
30.00160603,0.375,0.142857143,no
29.99085181,0.53125,0.142857143,no
29.83157754,0.859375,0.357142857,no
29.65772668,0.390625,0.214285714,no
29.60545863,0.828125,0.571428571,yes
29.41630649,0.59375,0.285714286,no
29.21019147,0.1875,0.071428571,no
29.20609848,0.53125,0.357142857,no
29.09300292,0.359375,0.142857143,no
29.09300292,0.359375,0.142857143,no
28.85558123,0.46875,0.142857143,no
28.79807592,0.328125,0.142857143,no
28.54294631,0.234375,0.071428571,no
41.55193394,0.587155963,0.615384615,no
31.82388848,0.614678899,0.576923077,no
31.37226915,0.568807339,0.615384615,yes
31.36557103,0.422018349,0.346153846,no
29.94373907,0.532110092,0.346153846,no
28.67679184,0.623853211,0.5,yes
28.00661421,0.458715596,0.384615385,no
26.71582247,0.596330275,0.461538462,no
26.6334244,0.651376147,0.461538462,yes
26.40147891,0.495412844,0.346153846,no
24.69340281,0.587155963,0.576923077,no
24.62579783,0.550458716,0.346153846,no
23.86996803,0.513761468,0.423076923,no
23.47600541,0.458715596,0.423076923,no
23.43716727,0.532110092,0.423076923,no
23.36818463,0.467889908,0.346153846,no
23.3138997,0.623853211,0.384615385,yes
23.27912484,0.688073394,0.384615385,yes
22.92315076,0.47706422,0.307692308,no
22.87714808,0.403669725,0.269230769,no
22.85570508,0.495412844,0.307692308,no
22.71918898,0.642201835,0.423076923,no
22.47904823,0.642201835,0.384615385,yes
22.39868159,0.550458716,0.346153846,no
22.08946531,0.559633028,0.384615385,no
21.34931002,0.596330275,0.461538462,no
21.27888695,0.577981651,0.5,no
21.24634789,0.733944954,0.576923077,no
21.07739009,0.642201835,0.5,no
20.99917936,0.660550459,0.538461538,no
47.01703458,0.576271186,0.535714286,yes
43.17054891,0.720338983,0.428571429,no
37.23384042,0.618644068,0.321428571,no
32.91541328,0.745762712,0.357142857,no
23.55258983,0.694915254,0.321428571,no
23.51999922,0.669491525,0.321428571,no
20.52086645,0.711864407,0.392857143,no
14.94044738,0.754237288,0.607142857,no
14.65613777,0.788135593,0.392857143,no
12.735737,0.601694915,0.285714286,no
12.68086016,0.338983051,0.214285714,no
12.21103051,0.423728814,0.178571429,no
12.06226868,0.381355932,0.178571429,no
11.90973406,0.5,0.214285714,no
11.55385723,0.296610169,0.142857143,no
11.48475236,0.491525424,0.178571429,no
11.40741865,0.457627119,0.214285714,no
11.30511036,0.855932203,0.428571429,no
10.87980124,0.288135593,0.107142857,no
10.75051803,0.144067797,0.071428571,no
10.5089354,0.576271186,0.214285714,no
10.50494514,0.161016949,0.071428571,no
10.48863087,0.338983051,0.178571429,no
10.33991044,0.559322034,0.25,no
10.27034088,0.177966102,0.142857143,no
10.27034088,0.177966102,0.142857143,no
10.27034088,0.177966102,0.142857143,no
10.27034088,0.220338983,0.071428571,no
10.04598643,0.13559322,0.071428571,no
10.04598643,0.144067797,0.071428571,no
15.17814729,0.6,0.4,no
14.83649643,0.422222222,0.3,no
14.83649643,0.422222222,0.3,no
13.8264493,0.444444444,0.2,no
12.4755426,0.688888889,0.3,no
12.27681563,0.688888889,0.3,no
11.67337389,0.422222222,0.3,no
11.42904502,0.466666667,0.3,no
11.12561729,0.711111111,0.3,no
10.9275003,0.6,0.4,no
10.91809736,0.711111111,0.4,no
10.84773552,0.333333333,0.2,no
10.84773552,0.333333333,0.2,no
10.84773552,0.333333333,0.2,no
10.84773552,0.333333333,0.2,no
10.62049486,0.666666667,0.4,no
10.53203351,0.688888889,0.3,no
10.51200846,0.777777778,0.6,no
10.39363972,0.422222222,0.3,no
10.18455217,0.466666667,0.3,no
10.18055618,0.422222222,0.3,no
10.18055618,0.422222222,0.2,no
10.18055618,0.422222222,0.2,no
10.09413673,0.422222222,0.3,no
10.01435641,0.555555556,0.3,no
9.796497928,0.755555556,0.5,no
9.792469867,0.755555556,0.4,no
9.632190067,0.666666667,0.5,no
9.590690185,0.444444444,0.2,no
9.590690185,0.444444444,0.2,no
21.13353731,0.720430108,0.761904762,no
21.13353731,0.720430108,0.761904762,no
21.13353731,0.720430108,0.761904762,no
20.54994634,0.215053763,0.19047619,no
19.63780894,0.784946237,0.666666667,yes
19.52933048,0.548387097,0.380952381,no
19.2810717,0.709677419,0.619047619,yes
19.20321249,0.365591398,0.238095238,no
18.92175036,0.720430108,0.523809524,no
18.79268832,0.35483871,0.285714286,no
18.72620034,0.559139785,0.380952381,no
18.3718784,0.698924731,0.619047619,no
18.3444798,0.580645161,0.571428571,no
18.01414374,0.795698925,0.666666667,no
17.71801991,0.365591398,0.380952381,no
17.54541259,0.569892473,0.428571429,no
17.0671163,0.946236559,0.761904762,no
16.89599015,0.494623656,0.380952381,no
16.85804041,0.709677419,0.714285714,yes
16.83716431,0.720430108,0.619047619,no
16.41825814,0.709677419,0.714285714,no
16.40965581,0.52688172,0.523809524,no
16.27615068,0.666666667,0.476190476,no
16.00540635,0.64516129,0.428571429,no
15.98255668,0.806451613,0.666666667,no
15.95893829,0.204301075,0.142857143,no
15.7535257,0.655913978,0.428571429,no
15.47356002,0.569892473,0.428571429,no
15.21971905,0.591397849,0.380952381,no
15.17849743,0.709677419,0.428571429,no
12.00022688,0.904761905,0.8,no
11.4142945,0.666666667,0.6,no
11.34413892,0.952380952,1,yes
11.17538827,0.761904762,0.6,no
10.98694335,0.80952381,0.8,no
10.94627784,0.666666667,0.6,no
10.94627784,0.666666667,0.6,no
10.93244073,0.714285714,0.6,no
10.93244073,0.714285714,0.6,no
10.769459,0.619047619,0.2,no
10.769459,0.571428571,0.2,no
10.72637282,0.714285714,0.6,no
10.72637282,0.761904762,0.6,no
10.72463373,0.714285714,0.6,no
10.52467356,0.666666667,0.6,no
10.52467356,0.714285714,0.6,no
10.52467356,0.666666667,0.4,no
10.52467356,0.714285714,0.6,no
10.51512936,0.666666667,0.8,no
10.51512936,0.619047619,0.6,no
10.33212058,0.666666667,0.6,no
10.31204558,0.666666667,0.6,no
10.31204558,0.714285714,0.4,no
10.31204558,0.761904762,0.4,no
10.2209042,0.666666667,0.6,no
10.1465676,0.619047619,0.4,no
10.1465676,0.714285714,0.6,no
10.1465676,0.714285714,0.6,no
10.1465676,0.619047619,0.6,no
10.1465676,0.761904762,0.4,no
17.88637416,0.613636364,0.555555556,no
17.46824646,0.545454545,0.555555556,no
17.06922125,0.636363636,0.555555556,no
16.93977399,0.863636364,0.777777778,yes
16.68801869,0.568181818,0.555555556,no
16.68801869,0.545454545,0.555555556,no
16.68801869,0.545454545,0.555555556,no
16.68801869,0.772727273,0.555555556,no
16.68801869,0.545454545,0.555555556,no
16.32347078,0.75,0.555555556,no
16.32347078,0.545454545,0.555555556,no
15.97450941,0.795454545,0.555555556,no
15.92758501,0.590909091,0.666666667,no
15.6139097,0.568181818,0.666666667,no
15.4699393,0.818181818,0.555555556,no
15.46582556,0.977272727,0.555555556,no
15.31951172,0.772727273,0.555555556,no
15.31951172,0.772727273,0.555555556,no
15.31235072,0.545454545,0.666666667,no
15.02221935,0.727272727,0.666666667,no
15.01175072,0.545454545,0.555555556,no
